Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
925,7,17712,7483.548333333332,3,7,11,244,1202,18,732,3384,3.0,1,10314,39.84286867506869,101,1,263.655490992143,9547,2,86018,1
925,7,17712,7483.548333333332,3,7,11,244,1202,15,9,409,3.0,1,10314,28.63422912933391,102,1,263.655490992143,91048,5,79689,1
925,7,17713,7483.548333333332,3,7,11,244,1202,20,732,3384,3.0,3,10314,36.407411077132025,103,1,263.655490992143,34412,5,81829,1
925,7,17712,7483.548333333332,3,7,11,244,1202,15,732,3384,3.0,1,10314,29.93325198843194,104,1,263.655490992143,69845,6,5507,2
925,7,17712,7483.548333333332,3,7,11,244,1202,15,732,3384,3.0,3,10314,29.66611949016689,105,1,263.655490992143,37778,2,77561,2
925,7,17713,7483.548333333332,3,7,11,244,1202,15,685,3384,4.0,3,10314,24.00143071968589,106,1,263.655490992143,71307,5,3433,2
262,9,1681,3093.745000000001,5,5,7,174,4137,12,46,2295,1.0,1,10308,42.23837913372929,270,1,164.01408226861656,76848,5,73282,1
262,9,1681,10520.7,5,5,7,174,4137,12,732,2295,1.0,1,10308,38.35270033759192,271,0,164.01408226861656,41650,1,95707,1
262,9,1681,10520.7,5,5,7,174,4137,12,9,4383,1.0,1,10308,43.25920872119399,272,1,164.01408226861656,43021,3,95962,2
288,9,1682,3093.745000000001,5,5,7,174,4137,12,685,2295,1.0,1,10308,37.485257512229865,273,1,164.01408226861656,26588,2,98002,1
288,9,1681,10520.7,5,5,7,174,4137,12,732,2295,1.0,3,10309,40.58796622956231,86,1,164.01408226861656,30109,1,97461,1
288,9,1681,10520.7,5,5,7,174,4137,13,30,2295,1.0,1,10308,35.29041192352621,265,1,164.01408226861656,30816,2,97583,1
288,9,1681,10520.7,5,5,7,174,4137,9,732,2295,1.0,1,10308,30.85878926717455,266,1,164.01408226861656,85894,5,31273,2
288,9,1681,10520.7,5,5,7,174,4137,12,685,2295,1.0,1,10308,32.07150056533636,287,1,164.01408226861656,54294,0,92607,2
491,2,4534,13773.346666666665,3,7,4,174,2773,1,732,1175,4.0,1,11422,40.13283835078984,181,1,218.3282681812423,19961,2,2823,2
475,2,4534,3093.745000000001,3,7,4,174,2773,1,748,1861,4.0,1,11422,34.17677336635173,182,1,218.3282681812423,69902,5,95018,2
475,2,4534,13773.346666666665,3,7,4,174,2773,6,46,1175,4.0,1,11422,37.73706011301779,191,1,3627.0,66565,0,95607,2
492,2,4534,3093.745000000001,3,7,4,174,2773,1,705,1175,4.0,1,11422,33.96192195771119,192,1,218.3282681812423,67936,2,95014,2
492,2,4534,3093.745000000001,3,7,4,174,2773,1,732,1175,4.0,3,11422,38.22177522463911,195,1,218.3282681812423,43357,0,1750,2
492,2,4534,13773.346666666665,3,7,4,174,2773,1,748,3895,4.0,1,11422,39.93545868954246,196,1,218.3282681812423,36194,1,2064,2
492,2,4534,13773.346666666665,3,7,4,174,2773,1,732,1175,4.0,1,11422,41.38297612575678,197,1,218.3282681812423,22170,1,2672,2
492,2,4534,13773.346666666665,3,7,4,174,2773,1,732,1175,4.0,1,11422,31.70316638890452,198,1,218.3282681812423,36819,1,2044,2
1011,12,8506,3093.745000000001,5,3,5,1,3463,10,705,1234,2.0,3,1975,32.73064463618764,225,1,73070.0,68367,3,74397,0
1011,12,8506,2611.245,5,3,5,2,3463,10,705,1234,2.0,1,1975,36.36525299173359,226,1,0.0,48013,1,75043,0
1011,12,8506,2611.245,5,3,5,2,3463,6,705,1234,6.0,1,1975,30.474309805863104,217,1,0.0,34570,4,41206,0
1011,12,8506,2611.245,5,3,5,1,3463,6,705,1234,2.0,1,1975,27.1032933811786,218,1,0.0,63022,3,75327,2
1011,12,8506,3093.745000000001,5,3,5,1,3463,10,671,1234,2.0,1,1975,22.933612769248125,227,1,0.0,50323,6,8179,0
1011,12,8506,2611.245,5,3,5,1,3463,10,705,4246,2.0,1,1975,38.92375169943646,228,1,0.0,45908,1,75262,0
1011,12,8506,2611.245,5,3,5,1,3463,15,705,1234,2.0,3,1975,24.4234196895716,231,1,0.0,77770,3,72553,0
1011,12,13568,2611.245,5,3,5,1,3463,8,705,1234,2.0,1,1975,28.491640525266533,232,1,0.0,16694,3,60622,0
978,1,11960,3327.598333333333,497,2,12,174,4875,2,570,3724,2.0,1,11550,23.40734692913368,308,1,42.4685792299666,6093,5,73681,0
978,1,11960,3327.598333333333,4,2,12,174,4875,3,570,4279,2.0,1,11550,25.51649719925017,309,1,42.4685792299666,9387,0,68100,0
978,1,11960,3327.598333333333,4,2,12,174,4875,2,570,3724,2.0,1,11550,21.89615736518575,310,1,42.4685792299666,49571,6,14191,0
978,1,11960,3327.598333333333,4,2,12,174,4875,2,570,3724,2.0,1,11550,31.03030671640545,301,0,42.4685792299666,54517,1,77388,0
978,1,11960,3327.598333333333,4,2,12,174,4875,-2,654,3724,2.0,3,11550,31.000285756160764,302,1,42.4685792299666,33518,6,57616,0
998,15,11960,3327.598333333333,4,2,12,174,4875,2,407,3724,2.0,3,11550,31.557610395591286,311,1,42.4685792299666,73599,0,75726,0
998,1,11961,3327.598333333333,4,2,12,174,4875,2,8,3724,2.0,1,11551,25.44770143240875,312,1,42.4685792299666,44472,6,30769,0
998,1,11960,3327.598333333333,4,2,754,0,4875,2,179,3724,7.0,3,11550,39.35744760709108,315,1,42.4685792299666,33443,0,52680,0
308,9,3684,1554.35375,4,3,11,244,3635,8,654,977,0.0,3,443,28.4292454927986,250,1,47.62919148151226,9627,4,19814,0
308,9,3684,1554.35375,4,3,11,244,3635,13,705,977,2059.0,1,443,33.35269044188204,241,1,47.62919148151226,66156,0,42345,0
308,15,3684,1554.35375,4,3,11,244,3635,8,705,977,0.0,1,443,28.251623981561423,242,1,47.62919148151226,85838,3,29190,0
308,9,3684,1554.35375,4,3,11,244,3635,8,705,977,3.0,1,443,34.853314952622,251,1,47.62919148151226,64820,4,46348,0
308,9,3684,1554.35375,4,3,11,244,3635,8,30,977,3.0,3,443,32.07719360884628,252,1,47.62919148151226,5653,6,31560,0
308,9,3684,1554.35375,4,927,11,244,3635,8,705,977,3.0,1,443,35.92866802281532,255,1,47.62919148151226,91048,3,42997,0
339,9,3684,1554.35375,4,3,11,244,3635,11,705,977,3.0,1,443,30.23878328924964,256,0,47.62919148151226,27617,6,9719,0
339,9,3684,1554.35375,4,3,11,244,3635,8,705,977,3.0,1,443,28.094776794008595,257,0,47.62919148151226,58888,3,45616,0
409,0,3575,1147.6225,7,7,19,211,3524,20,62,1453,5.0,2,12858,26.24713112136072,133,2,21.51545313141332,79955,3,27890,2
409,0,3575,1147.6225,7,7,19,211,3524,15,30,1453,5.0,2,12858,24.63121731280448,86,2,21.51545313141332,72244,0,44487,2
409,0,3575,1147.6225,7,7,19,211,3524,20,46,1453,5.0,3,12858,27.144952439448872,155,2,4614.0,79993,6,40009,2
409,0,3575,1147.6225,7,1341,19,211,3524,19,46,1453,7.0,2,12858,22.00548740031833,156,0,21.51545313141332,81966,6,38680,2
409,0,7716,1147.6225,7,7,19,243,3524,20,46,2134,7.0,3,12858,40.52922385787989,159,2,21.51545313141332,91048,6,20385,2
409,0,3575,1147.6225,7,7,19,211,3524,20,46,1453,7.0,2,12858,38.07173151773393,160,2,21.51545313141332,13678,6,17778,2
409,0,3575,1147.6225,7,7,19,211,3524,20,9,2393,7.0,2,12858,37.33572600659543,161,2,21.51545313141332,54353,6,52338,2
409,0,3575,3093.745000000001,7,7,19,211,3524,20,46,1453,7.0,2,12858,39.17326334593601,162,2,114.75866131879916,69769,6,45715,2
262,11,2180,3093.745000000001,3,5,7,3,3463,8,6,1193,4.0,1,3448,31.616430303722744,86,1,67.30924983408644,8724,1,2118,2
262,11,2180,11193.77,3,5,7,3,3463,8,8,1193,4.0,1,3448,29.3178720419429,322,1,67.30924983408644,48431,2,98258,2
262,11,2180,11193.77,3,5,7,3,3463,8,8,1530,4.0,1,3448,26.046749875795584,313,1,67.30924983408644,61549,5,95367,2
262,11,2180,11193.77,3,5,7,3,3463,8,179,1193,4.0,3,3448,29.97828083280235,86,1,67.30924983408644,68540,0,92162,2
262,11,2180,11193.77,3,5,7,3,3463,13,8,1193,4.0,1,3448,30.52837872048825,323,1,67.30924983408644,49559,5,98583,2
262,11,2181,11193.77,3,5,7,3,3463,8,6,1193,4.0,3,3448,39.573563825649245,324,1,67.30924983408644,19430,1,1807,2
262,11,2180,11193.77,3,5,7,3,3463,8,8,1997,4.0,1,3448,36.58884262975865,325,1,67.30924983408644,28270,1,1469,2
262,11,2180,11193.77,3,5,7,173,3463,8,8,1193,4.0,1,3448,30.845778071752807,326,1,67.30924983408644,18282,0,1962,2
597,1,9175,2353.175,6,9,24,307,5897,48,179,3366,9.0,0,9879,32.714816935931104,353,0,144.62971383382686,59574,3,39437,1
597,1,9175,2353.175,6,9,24,307,5897,48,239,3366,9.0,3,9879,36.70982748489676,354,0,144.62971383382686,87393,3,21162,1
597,1,9175,2353.175,6,9,24,307,5897,48,179,3366,9.0,0,9879,36.22289546152776,355,2,144.62971383382686,26446,6,8191,1
597,15,9175,2353.175,6,9,24,307,5897,47,201,4259,9.0,0,9879,32.06891338309349,346,2,144.62971383382686,89162,5,27483,1
597,1,9176,2353.175,6,9,24,307,5897,48,201,3366,6.0,3,9879,26.317085200357127,347,2,144.62971383382686,9181,0,12624,1
597,1,9175,2353.175,6,9,24,307,5897,53,201,3366,9.0,0,9879,21.61811240073871,356,2,144.62971383382686,20151,4,8755,1
597,15,9175,2353.175,6,9,24,307,5897,48,238,3366,10.0,0,9879,27.72593806352784,357,2,144.62971383382686,37389,5,3135,1
597,1,9175,2353.175,6,9,24,307,5897,48,201,4383,10.0,3,9879,30.664706127978697,360,2,144.62971383382686,44629,6,94269,1
308,9,11127,3011.8825,2,3,10,174,5583,4,6,1674,1.0,1,7244,30.340090694443056,238,0,38.45595246748832,44633,0,19354,1
308,9,11127,3093.745000000001,2,3,10,174,5583,1,8,4234,1.0,1,7244,31.34977057723547,229,1,38.45595246748832,18470,5,63759,2
308,9,11127,3011.8825,2,3,10,174,5583,1,6,4234,1.0,1,7244,34.321945602678205,230,0,38.45595246748832,88570,3,69738,1
308,9,11127,3011.8825,2,3,10,174,5583,1,6,4234,1.0,1,7244,37.78449577663218,239,1,38.45595246748832,1278,2,66750,1
308,9,11127,3093.745000000001,2,3,10,174,5583,6,6,4234,1.0,3,7244,25.3812087794839,240,1,38.45595246748832,14887,4,63998,2
308,9,11127,3011.8825,2,305,10,174,5583,0,6,4234,4.0,1,7244,40.18024330485908,243,1,38.45595246748832,23435,6,62123,1
308,9,11127,3011.8825,2,3,10,174,5583,1,6,1561,4.0,1,7244,37.11299516660701,244,1,38.45595246748832,77213,2,71462,1
308,9,11127,3011.8825,2,3,10,174,5583,1,6,4234,4.0,1,7244,30.939883236446143,245,0,38.45595246748832,26184,4,54842,1
838,14,10523,2953.63,3,4,5,1,3463,19,705,3927,2.0,1,12113,40.36382275359091,230,1,0.0,83140,3,75538,1
838,14,10523,2953.63,3,4,5,1,3463,19,705,3302,2.0,1,12113,38.69108590493422,239,1,0.0,91048,4,75799,1
862,14,10523,2953.63,3,4,5,1,3463,19,9,3302,2.0,1,12113,37.06228814591107,240,0,0.0,91048,4,67146,1
862,15,10523,2953.63,3,4,5,1,3463,19,731,3302,2.0,1,12113,29.92821705542379,243,1,0.0,5952,6,75498,1
862,14,10523,2953.63,3,4,5,1,3463,19,705,4070,2.0,1,12113,37.26629927962315,244,1,0.0,43285,6,37197,1
862,14,10523,2953.63,3,4,5,1,3463,19,671,3302,2.0,1,12113,39.64947832674324,245,1,0.0,38033,6,51324,1
862,14,10523,2953.63,3,4,5,1,3463,19,705,3302,2.0,1,12113,35.17390153904949,246,1,53207.0,50336,6,13811,2
862,14,10523,2953.63,3,4,5,1,3463,19,705,3302,2.0,1,12113,39.41336445680872,247,1,0.0,30592,1,79648,2
364,0,17303,3093.745000000001,7,4,5,211,2087,10,99,1551,4.0,2,12642,38.23905273325307,348,2,171.4571986741601,91048,5,76884,2
364,0,17303,7034.4675,7,4,5,211,2087,10,99,4088,4.0,3,12642,35.704968672803496,349,0,171.4571986741601,42206,2,78740,2
364,0,17303,7034.4675,7,4,5,211,2087,10,99,4088,4.0,2,12642,35.52281587225898,350,0,171.4571986741601,39933,2,80224,2
364,0,17303,7034.4675,7,4,5,211,2087,14,116,1324,7.0,2,12642,36.72109841681374,351,2,37324.0,48613,4,74985,2
364,0,17303,7034.4675,7,4,5,211,2087,10,138,3322,7.0,2,12642,30.59327542754196,352,0,171.4571986741601,6768,2,88768,2
364,0,17303,7034.4675,7,4,5,211,2087,10,99,4088,7.0,3,12642,37.21779219922604,353,2,171.4571986741601,91048,0,90538,2
364,0,17303,7034.4675,7,4,5,0,2087,10,99,4088,7.0,2,12642,29.294925144045703,354,2,171.4571986741601,45728,5,78618,2
364,0,17303,7034.4675,7,4,5,211,2087,10,117,4088,7.0,2,12642,38.25539005371505,355,0,171.4571986741601,56046,3,59676,2
898,10,5972,1716.8791666666666,3,34,15,1,3463,10,117,1875,1.0,2,8155,36.26129900872484,183,2,0.0,46021,2,63206,2
877,10,5972,1716.8791666666666,3,7,15,1,3463,10,117,1410,1.0,3,8155,39.23337059445774,184,2,0.0,36009,6,13025,2
877,10,5972,1716.8791666666666,3,7,15,1,3463,11,117,1524,1.0,2,8155,33.35903521090464,185,2,0.0,61917,2,59421,2
877,10,5972,1716.8791666666666,3,7,15,1,3463,10,117,2651,1.0,2,8155,28.5976071084974,86,2,0.0,20065,4,32289,2
877,10,5972,1716.8791666666666,3,7,15,1,3463,10,99,1637,1.0,3,8155,38.40646644434445,187,0,0.0,60469,3,62009,2
877,15,5972,1716.8791666666666,3,7,15,1,3463,10,117,4383,1.0,2,8155,39.416504804117615,188,2,0.0,39946,0,62353,2
899,10,5972,3093.745000000001,3,7,15,1,3463,9,179,1875,1.0,3,8155,37.697909792747005,86,2,0.0,72739,3,58159,2
899,10,5972,1716.8791666666666,3,7,15,1,3463,12,117,4383,3.0,3,8155,35.195255485610254,190,0,0.0,77006,2,54004,2
1034,10,1983,1218.2875,3,6,15,1,3463,6,197,1705,4.0,2,10557,38.25230782066237,231,2,0.0,53504,5,57347,2
1034,10,1983,3093.745000000001,3,6,15,1,3463,6,99,1705,4.0,2,10557,30.3748078342514,86,0,0.0,88640,5,40516,2
1034,15,1983,1218.2875,3,6,15,1,3463,6,99,1705,4.0,2,10557,29.904057146230823,233,2,0.0,8225,6,34618,2
1034,10,1984,1218.2875,3,6,15,1,3463,6,99,1705,4.0,2,10557,29.205115459154825,234,2,0.0,54659,5,56924,0
1034,10,1983,1087.1536593216754,3,6,15,1,3463,6,117,1705,4.0,2,10557,38.46077371052381,235,2,131.13384067832473,47073,2,51183,0
1034,10,1983,1087.1536593216754,3,6,15,1,3463,5,116,1705,4.0,3,10557,22.81690360934667,236,0,131.13384067832473,7805,6,35109,0
1034,10,1983,3093.745000000001,3,6,15,1,3463,6,99,1705,4.0,2,10557,26.31126159848252,237,0,131.13384067832473,30567,2,54480,0
1034,10,1983,1087.1536593216754,3,6,15,1,3463,8,99,1705,4.0,3,10557,38.98797825985251,238,2,131.13384067832473,70682,6,54060,0
388,5,10252,2718.155,1,5,3,3,684,10,200,1375,2.0,1,2870,26.370280940163315,248,1,16.78352527508867,5590,2,63634,2
388,5,10252,2718.155,1,5,3,3,684,10,570,1154,7.0,1,2870,30.09842275989295,249,1,16.78352527508867,91048,3,65923,2
388,5,10252,2718.155,1,5,3,3,684,10,570,4382,7.0,3,2870,32.45629825936417,250,0,16.78352527508867,31392,4,45191,2
388,5,10252,2718.155,1,5,3,173,684,6,570,1714,7.0,3,2870,25.145306987976166,241,0,16.78352527508867,47947,2,75532,2
388,5,10252,2718.155,1,5,3,3,684,10,570,1154,7.0,1,2870,37.92434939529869,242,1,16.78352527508867,34404,4,39491,2
388,5,10252,2718.155,1,5,3,0,684,10,570,1154,7.0,1,2870,41.17284518533951,251,1,16.78352527508867,26934,6,57278,2
408,15,10252,2718.155,1,5,3,3,684,10,570,1154,7.0,1,2870,38.31068876180248,252,1,16.78352527508867,38013,4,29491,2
388,5,10252,3093.745000000001,1,5,3,3,684,8,570,1154,7.0,1,2870,32.826322879575514,255,1,16.78352527508867,49542,6,8259,2
262,7,8455,2444.0591666666664,4,7,12,3,1410,3,732,4253,2.0,1,5957,25.095277075903866,242,1,13.797062646438716,6265,6,66100,2
287,7,8455,2444.0591666666664,4,7,12,3,1410,3,30,3837,2.0,1,5957,31.05030271987352,251,1,13.797062646438716,70736,1,66489,2
262,7,8455,2444.0591666666664,4,7,12,3,1410,3,732,4253,2.0,1,5957,25.189366957907648,252,1,13.797062646438716,65975,1,67734,2
262,7,8455,3093.745000000001,4,7,12,3,1410,3,9,4253,2.0,1,5957,34.80801998289044,255,1,13.797062646438716,88114,2,62636,2
288,7,8455,3093.745000000001,4,7,12,3,1410,7,732,4253,2.0,1,5957,38.50219388542361,256,1,13.797062646438716,91048,1,72905,2
288,7,8455,2444.0591666666664,4,7,12,3,1410,3,9,1240,2.0,1,5957,40.97330379101406,86,1,13.797062646438716,68994,3,70164,2
288,7,8455,2444.0591666666664,4,7,12,0,1410,7,732,4253,2.0,1,5957,35.895319377213795,258,1,13.797062646438716,56176,1,69760,2
288,7,8455,2444.0591666666664,4,7,12,3,1410,2,46,4253,2.0,1,5957,40.79385343391564,259,1,13.797062646438716,91048,3,61556,2
429,13,13437,4665.8675,6,9,17,433,3263,29,179,953,12.0,3,8609,33.42922168150622,333,2,67739.0,81972,1,39762,2
429,13,13437,3093.745000000001,6,9,17,402,3263,29,201,3944,12.0,3,8609,25.93068285076489,336,2,320.45108777105025,63499,6,98791,1
429,13,13437,4665.8675,6,9,17,402,3263,29,201,953,12.0,0,8609,37.70499025056303,86,0,320.45108777105025,36737,5,7019,1
429,13,13437,4665.8675,6,722,17,402,3263,29,201,953,12.0,0,8609,33.4247771024265,338,2,320.45108777105025,26378,3,12066,1
429,13,13437,4665.8675,6,9,17,402,3263,29,201,953,12.0,0,8609,25.341357742190446,339,2,320.45108777105025,18334,2,17168,1
429,15,13437,4665.8675,6,9,17,402,3263,24,201,953,12.0,0,8609,28.86137801065961,340,2,320.45108777105025,48321,4,95544,1
429,13,13437,4665.8675,6,9,17,402,3263,29,218,953,16.0,0,8609,36.33147471282372,341,2,320.45108777105025,37433,3,5139,1
429,13,13437,4665.8675,6,9,17,402,3263,29,201,953,16.0,0,8609,32.38163926952131,342,2,320.45108777105025,62655,1,49986,2
838,0,11407,3093.745000000001,5,1,1,273,4771,4,685,4236,6.0,3,4631,27.882810100418524,240,1,124.9486672158798,56120,0,64854,0
838,0,11408,3093.745000000001,5,1,1,244,4771,4,685,3963,3.0,1,4631,23.611040731040067,243,1,124.9486672158798,50770,6,3264,0
838,0,11407,3261.708333333333,5,1,1,244,4771,1,732,3963,3.0,1,4631,39.68442549710742,86,1,124.9486672158798,78857,2,60303,0
838,0,11407,3261.708333333333,5,1,1,244,4771,4,179,1449,3.0,1,4632,39.61020985453033,245,1,124.9486672158798,77873,1,58341,0
838,0,11407,3261.708333333333,4,0,1,244,4771,1,705,3963,3.0,3,4631,35.90035408079503,246,1,124.9486672158798,40835,4,8814,2
862,15,11407,3261.708333333333,4,0,1,244,4771,4,732,3963,3.0,1,4631,27.17205328935796,247,1,124.9486672158798,91048,2,59415,0
862,0,11408,3093.745000000001,4,0,1,244,4771,4,705,1449,3.0,1,4631,36.62540819743625,248,1,124.9486672158798,36654,6,20001,0
862,0,11407,3261.708333333333,4,0,1,244,4771,4,732,1336,3.0,1,4631,35.26660171437332,249,1,124.9486672158798,22757,3,36193,0
475,5,4287,1563.674166666667,4,3,6,1,3463,13,685,716,4.0,1,11562,36.237178801615634,312,0,0.0,23527,6,28708,0
475,5,4287,1563.674166666667,4,3,6,1,3463,13,685,4070,1099.0,3,11562,35.78030587793589,315,1,0.0,91048,5,34466,0
475,5,4287,3093.745000000001,4,3,6,1,3463,9,9,4321,4.0,1,11562,25.28198643291904,316,1,0.0,91048,6,54124,0
475,15,4287,3093.745000000001,4,3,6,1,3463,13,671,4070,4.0,3,11562,27.57552229669518,317,1,0.0,8093,6,47336,0
475,5,4287,1563.674166666667,4,3,6,1,3463,13,9,4070,9.0,1,11562,24.008000643052483,318,1,0.0,21872,5,27404,0
475,5,4288,1563.674166666667,4,3,6,1,3463,13,685,4070,9.0,1,11562,29.25401809933453,319,1,0.0,10651,5,41677,0
475,5,4287,1563.674166666667,4,3,6,1,3463,13,685,4070,6.0,3,11562,23.50343645730224,320,1,0.0,10771,6,44954,0
492,15,4287,1563.674166666667,4,3,6,1,3463,13,704,4070,9.0,1,11562,27.849033942577314,321,1,0.0,78828,6,59203,0
577,6,7323,2003.2883333333327,1,1,12,244,843,-4,685,1420,2.0,3,2604,33.1393226152531,86,1,56.529937078023465,3894,0,35795,0
596,6,7323,2003.2883333333327,1,1,12,244,843,1,654,3925,2.0,1,2604,26.869078072944607,172,1,56.529937078023465,32097,6,11907,0
577,6,7323,3093.745000000001,1,1,12,273,843,1,671,3925,2.0,3,2604,29.19940869887333,173,1,56.529937078023465,4723,3,35105,0
577,6,7323,2003.2883333333327,1,1,12,244,843,1,604,3925,2.0,1,2604,25.973429245361828,86,1,56.529937078023465,90462,0,39771,0
0,6,7323,2003.2883333333327,1,1,12,244,843,1,685,3925,2.0,3,2604,22.23814774346968,175,0,56.529937078023465,1190,3,38299,2
577,6,7323,2003.2883333333327,1,1,12,244,843,1,570,3925,2.0,1,2604,28.530905416710404,176,0,56.529937078023465,18472,6,31177,0
577,6,7323,2003.2883333333327,1,1,12,244,843,-1,654,3925,2.0,1,2604,35.674676267393025,177,1,56.529937078023465,36482,6,8039,2
577,6,7323,2003.2883333333327,1,1,12,244,843,1,705,3925,7.0,1,2604,24.4969888050256,178,1,56.529937078023465,39891,0,5707,0
702,1,4329,3093.745000000001,5,6,11,1,3463,25,30,1921,6.0,2,12444,39.411467907828026,196,2,0.0,49163,4,61654,2
702,1,4329,1467.4829166666666,5,6,11,1,3463,30,30,1120,6.0,2,12444,38.32476778229335,197,0,0.0,78850,6,56974,2
702,1,4329,1467.4829166666666,5,6,11,1,3463,25,30,1120,6.0,3,12444,29.654380883589464,86,2,2428.0,54476,2,55713,2
702,1,4329,3093.745000000001,5,6,11,1,3463,25,46,1120,6.0,2,12444,24.621506952828003,199,2,0.0,6963,5,41661,2
702,1,4329,1467.4829166666666,5,6,11,1,3463,25,179,1120,6.0,3,12444,24.43233461066764,200,2,0.0,24497,6,23419,2
702,1,4329,1467.4829166666666,5,6,11,1,3463,27,30,1120,6.0,3,12444,33.288971418550986,201,2,0.0,11450,4,33137,2
702,1,4329,1467.4829166666666,5,6,11,1,3463,29,30,1678,6.0,3,12444,33.465793541223725,202,2,0.0,8984,6,43356,2
702,1,4329,1467.4829166666666,5,6,11,1,3463,25,62,3677,7.0,2,12444,27.69237140575211,193,2,0.0,9295,5,39602,2
429,0,2635,973.4416666666666,8,3,23,403,3462,10,732,1718,12.0,3,1872,38.307377271255405,123,2,19.79281108541641,61157,6,44547,1
429,0,2635,973.4416666666666,8,3,23,174,3462,13,732,1606,12.0,2,1873,34.84073887485189,124,2,19.79281108541641,66155,6,42256,2
429,15,2635,973.4416666666666,8,3,23,174,3462,10,9,1718,12.0,2,1872,28.43626397994495,125,0,19.79281108541641,37279,2,38987,1
450,0,2635,973.4416666666666,8,3,23,174,3462,10,179,1606,12.0,2,1872,28.6755156543892,126,0,19.79281108541641,72131,6,39098,2
429,0,2635,3093.745000000001,8,3,23,174,3462,13,732,1606,12.0,2,1872,34.565932397925444,127,2,19.79281108541641,12424,6,14430,1
474,0,2635,973.4416666666666,8,3,23,174,3462,15,732,1606,6.0,3,1872,31.297949573016503,128,0,19.79281108541641,50970,5,45348,1
451,0,2635,973.4416666666666,8,3,23,174,3462,10,732,1841,12.0,2,1872,24.975510845650447,129,2,19.79281108541641,55576,6,46891,1
451,0,2635,973.4416666666666,8,1499,23,174,3462,12,30,1606,12.0,2,1872,34.227196312372364,130,0,19.79281108541641,86727,6,28344,1
702,0,18666,8167.37,1,3,8,3,1410,20,46,735,3.0,1,8778,37.57862912668835,250,1,77.2849429197764,64813,1,97361,1
702,0,18666,3093.745000000001,1,3,8,3,1410,19,46,735,3.0,3,8778,35.12366495989376,241,0,77.2849429197764,91033,6,51424,1
702,0,18667,8167.37,1,3,8,3,1410,20,46,735,3.0,1,8778,38.86722103708608,242,1,77.2849429197764,65855,3,73396,2
702,0,18666,8167.37,1,3,8,0,1410,20,46,735,3.0,1,8779,32.643281257941474,251,1,77.2849429197764,12934,1,95462,2
702,0,18666,8167.37,1,3,8,3,1410,20,30,735,4.0,1,8778,28.52966199614959,252,1,77.2849429197764,36031,2,92563,1
702,0,18666,8167.37,1,3,8,3,1410,20,46,735,4.0,1,8778,43.583969180572566,255,1,77.2849429197764,91048,4,92815,1
702,0,18667,3093.745000000001,1,3,8,3,1410,22,99,735,4.0,1,8778,35.75884439687784,256,1,77.2849429197764,75635,5,46768,1
702,0,18666,8167.37,1,3,8,3,1410,20,9,735,4.0,1,8778,29.927281411463515,257,1,77.2849429197764,73482,0,97121,1
673,1,10913,3342.4933333333333,8,7,24,402,5114,30,138,3975,6.0,3,6664,35.8267941231088,53,2,185.3588933811345,1283,2,36254,1
673,1,10913,3342.4933333333333,8,7,24,402,5114,30,117,3975,6.0,0,6664,39.35294285347209,54,2,51907.0,65264,1,49796,2
673,1,10913,3093.745000000001,8,7,24,402,5114,30,117,3975,6.0,3,6664,36.302876243256094,55,2,185.3588933811345,36591,4,6445,1
701,15,10913,3342.4933333333333,8,7,24,402,5114,30,117,3975,6.0,0,6664,31.15802738752323,56,2,185.3588933811345,91048,5,24734,1
0,1,10913,3342.4933333333333,8,7,24,402,5114,30,117,3975,6.0,0,6664,25.05432720044217,57,2,185.3588933811345,88281,2,39745,1
673,1,10913,3342.4933333333333,8,7,24,402,5114,30,138,3975,6.0,0,6664,29.59955012132084,58,2,185.3588933811345,44999,6,3608,1
673,1,10913,3342.4933333333333,8,7,24,402,5114,30,137,3975,6.0,0,6664,31.46834041879107,49,2,185.3588933811345,91048,6,98791,2
702,1,10913,3342.4933333333333,8,7,24,402,5114,30,99,788,6.0,0,6664,26.70302067074853,50,2,185.3588933811345,2322,2,35304,1
388,7,7940,1868.2358333333327,6,6,8,174,1404,18,219,2206,1.0,1,6727,30.702933903512697,181,1,33.25945350901993,16709,4,29492,0
388,7,7940,1868.2358333333327,6,6,8,174,1404,17,179,4187,1.0,3,6727,30.06390628182756,86,1,33.25945350901993,37160,2,61082,0
388,7,7940,1868.2358333333327,6,6,8,396,1404,18,153,4187,1.0,3,6727,38.99541359808423,191,1,33.25945350901993,4007,6,49697,0
388,7,7940,3093.745000000001,6,250,8,174,1404,18,179,4187,2.0,3,6727,30.411571228256136,192,1,33.25945350901993,19718,6,33581,2
388,7,7940,1868.2358333333327,6,6,8,174,1404,18,201,1404,2.0,1,6727,31.287097552002248,195,1,33.25945350901993,2759,6,50591,2
409,7,7940,1868.2358333333327,6,6,8,174,1404,18,201,3760,2.0,3,6727,38.4719435522044,196,1,33.25945350901993,49116,1,56403,0
